15:19:38  CPU mode
15:19:38  ============================================================
15:19:38  AVE FULL PIPELINE
15:19:38  ============================================================
15:19:38  
15:19:38  ────────────────────────────────────────────────────────────
15:19:38  STAGE 1 — FEATURE EXTRACTION
15:19:38  ────────────────────────────────────────────────────────────
15:19:38  Unique videos   : 4097
15:19:38  Already done    : 0
15:19:38  To extract      : 4097
15:19:38  Loading VGGish ...
15:20:53  VGGish ready.
15:20:53  Loading R(2+1)D-18 ...
15:21:31  R(2+1)D ready.
15:21:38    [   1/4097] c---zaDCTaE  7.5s  ETA 509 min
18:17:42    [3374/4097] EPwO43rWiqQ  1.5s  ETA 38 min
18:17:45    [3375/4097] AUautNwvX5I  3.0s  ETA 38 min
18:17:47    [3376/4097] HakDVbfSix0  2.6s  ETA 38 min
18:17:50    [3377/4097] 088sxZ1V4kw  2.3s  ETA 38 min
18:17:52    [3378/4097] IN-9KCBYTqA  2.6s  ETA 38 min
18:17:54    [3379/4097] 5EwXuzu29WM  1.9s  ETA 37 min
18:17:57    [3380/4097] 9QaYAaryr1k  2.7s  ETA 37 min
18:17:58    [3381/4097] AMOJHT-OQlg  1.5s  ETA 37 min
18:18:01    [3382/4097] H5h0f3SD8Mk  2.8s  ETA 37 min
18:18:05    [3383/4097] 5RiwMAGHteQ  3.9s  ETA 37 min
18:18:08    [3384/4097] 7E7SjwMikT0  2.6s  ETA 37 min
18:18:09    [3385/4097] 16UR9ElPmao  1.4s  ETA 37 min
18:18:12    [3386/4097] -Y7b2SY8lgY  3.0s  ETA 37 min
18:18:17    [3387/4097] 3eF-0B5Z5-A  5.2s  ETA 37 min
18:18:18    [3388/4097] -P-2hDG5kKk  1.1s  ETA 37 min
18:18:21    [3389/4097] 47UDBjg0oiM  2.5s  ETA 37 min
18:18:24    [3390/4097] -auWQAsSdEY  3.0s  ETA 37 min
18:18:28    [3391/4097] 0N9y6kwEyKc  4.6s  ETA 37 min
18:18:30    [3392/4097] -4YlYhzRc_c  1.7s  ETA 37 min
18:18:31    [3393/4097] 1-D1EWf6HTc  1.2s  ETA 37 min
18:18:36    [3394/4097] 2K0KbzTQESE  4.5s  ETA 37 min
18:18:37    [3395/4097] 5fiZvFes7nY  1.0s  ETA 37 min
18:18:39    [3396/4097] 2BzsIU85lsg  2.6s  ETA 37 min
18:18:41    [3397/4097] 0ipy-NvRHvI  1.5s  ETA 37 min
18:18:42    [3398/4097] 3ONtw83E59c  1.4s  ETA 36 min
18:18:45    [3399/4097] 14_WwLRcWW4  2.4s  ETA 36 min
18:18:47    [3400/4097] 1LBQ0B6cnd0  2.0s  ETA 36 min
18:18:48    [3401/4097] 15hQC-CT7s8  1.6s  ETA 36 min
18:18:51    [3402/4097] -llJvWP3tSM  2.8s  ETA 36 min
18:18:53    [3403/4097] -iTRb9ze7W0  1.8s  ETA 36 min
18:18:55    [3404/4097] 15xfuJMt16Y  2.3s  ETA 36 min
18:18:57    [3405/4097] -BJBJczXk7M  2.1s  ETA 36 min
18:18:59    [3406/4097] 05ExLJ7xRis  1.6s  ETA 36 min
18:19:03    [3407/4097] 1ZDUp5E1ZzI  4.7s  ETA 36 min
18:19:05    [3408/4097] -Ltuh63l_dA  1.4s  ETA 36 min
18:19:06    [3409/4097] 0xguxiFSd54  1.5s  ETA 36 min
18:19:07    [3410/4097] 0mipnG5k564  1.0s  ETA 36 min
18:19:13    [3411/4097] 1cka2ikkgrM  5.6s  ETA 36 min
18:19:15    [3412/4097] -VrBXIJDv00  1.8s  ETA 36 min
18:19:16    [3413/4097] -JAFFdfXArw  1.7s  ETA 36 min
18:19:18    [3414/4097] -1gVjWtwVrU  1.4s  ETA 36 min
18:19:19    [3415/4097] -KgS-c5lGlE  1.3s  ETA 36 min
18:19:24    [3416/4097] -8ysWJSrITc  4.5s  ETA 35 min
18:19:26    [3417/4097] FUhyWzVd71Y  2.5s  ETA 35 min
18:19:29    [3418/4097] EmvqTIMsWIQ  2.6s  ETA 35 min
18:19:30    [3419/4097] 5ORpSk5CIWc  1.6s  ETA 35 min
18:19:33    [3420/4097] AqvhPrthc7k  2.2s  ETA 35 min
18:19:35    [3421/4097] 5IERqRaiWCM  2.5s  ETA 35 min
18:19:38    [3422/4097] 4mXikhkrUXA  2.6s  ETA 35 min
18:19:40    [3423/4097] AB7eCNI2_Ow  2.1s  ETA 35 min
18:19:42    [3424/4097] Fdg3aRYUabY  2.1s  ETA 35 min
18:19:44    [3425/4097] 35FpaXaO6BQ  1.8s  ETA 35 min
18:19:46    [3426/4097] CDfu5Av44EU  2.2s  ETA 35 min
18:19:57    [3427/4097] BE3D41BsNAU  10.7s  ETA 35 min
18:19:58    [3428/4097] Es4dmykoj8Y  1.8s  ETA 35 min
18:20:02    [3429/4097] 7L27k3WwjL8  3.4s  ETA 35 min
18:20:07    [3430/4097] 1ozVekZgpZE  5.3s  ETA 35 min
18:20:09    [3431/4097] 3jWxZ00D_z0  1.9s  ETA 35 min
18:20:10    [3432/4097] 4iI6yMSV-cQ  1.2s  ETA 35 min
18:20:14    [3433/4097] BJr6qF5aEKs  3.8s  ETA 35 min
18:20:16    [3434/4097] -jX3sWAtiWE  1.8s  ETA 35 min
18:20:18    [3435/4097] 08TjRVfGDqQ  2.7s  ETA 34 min
18:20:20    [3436/4097] -jUK_B8VjcM  2.1s  ETA 34 min
18:20:23    [3437/4097] -Xpu_47M8dE  2.6s  ETA 34 min
18:20:25    [3438/4097] -rbiBM9prM8  2.1s  ETA 34 min
18:20:27    [3439/4097] -ZX2eVqQizI  1.9s  ETA 34 min
18:20:29    [3440/4097] -yby37u00N4  1.5s  ETA 34 min
18:20:31    [3441/4097] -EB3pKOHOA0  2.0s  ETA 34 min
18:20:33    [3442/4097] 0FJHNNxsqMY  2.5s  ETA 34 min
18:20:36    [3443/4097] 0Ho-1tvLyBI  2.7s  ETA 34 min
18:20:38    [3444/4097] -9gh1z9_aEM  2.6s  ETA 34 min
18:20:40    [3445/4097] -2Akp1TIzTs  1.5s  ETA 34 min
18:20:42    [3446/4097] -zzIzx0M-Xk  2.3s  ETA 34 min
18:20:44    [3447/4097] -MV5B1F61gg  1.8s  ETA 34 min
18:20:46    [3448/4097] -v0Ao_iRee4  2.0s  ETA 34 min
18:20:50    [3449/4097] -9yzrE2qMUw  3.7s  ETA 34 min
18:20:52    [3450/4097] 0XXfS3LWkRg  2.6s  ETA 34 min
18:20:54    [3451/4097] -jqZNKleebI  2.1s  ETA 34 min
18:20:56    [3452/4097] -G4PtM_9GWY  2.0s  ETA 34 min
18:20:58    [3453/4097] 0JGADbfNJpg  1.9s  ETA 33 min
18:21:00    [3454/4097] -EZa50z-sqw  1.8s  ETA 33 min
18:21:01    [3455/4097] -_bm7VDAUo4  1.1s  ETA 33 min
18:21:06    [3456/4097] 142TlfBU5PY  5.1s  ETA 33 min
18:21:08    [3457/4097] -UVOFRthq_c  1.8s  ETA 33 min
18:21:10    [3458/4097] 1BXCEPe0x9Q  2.1s  ETA 33 min
18:21:12    [3459/4097] 1cXvsBl60l8  1.8s  ETA 33 min
18:21:14    [3460/4097] 1dmEcg2xcug  2.2s  ETA 33 min
18:21:16    [3461/4097] 1JuleRQgmRo  2.2s  ETA 33 min
18:21:17    [3462/4097] 1oUnMi52e9Q  1.2s  ETA 33 min
18:21:19    [3463/4097] 04jso9gS26M  1.6s  ETA 33 min
18:21:20    [3464/4097] 1jzD31-Vcfk  1.3s  ETA 33 min
18:21:22    [3465/4097] 0-QEJBXQ-e8  1.9s  ETA 33 min
18:21:24    [3466/4097] 1Vv9OHA1lPw  1.9s  ETA 33 min
18:21:26    [3467/4097] 13ZUFe58LH4  1.7s  ETA 33 min
18:21:28    [3468/4097] -8euC6mQGck  1.9s  ETA 33 min
18:21:30    [3469/4097] 0YEjsePnwAQ  2.1s  ETA 33 min
18:21:34    [3470/4097] -aj3JtccrDI  3.8s  ETA 33 min
18:21:41    [3471/4097] -5-B95D085I  7.6s  ETA 32 min
18:21:43    [3472/4097] -oaBhvdsTls  1.7s  ETA 32 min
18:21:50    [3473/4097] 2OoJ3Km49EE  6.6s  ETA 32 min
18:21:55    [3474/4097] 1cwRmll7fsc  5.4s  ETA 32 min
18:21:57    [3475/4097] 1liv1kZx8qM  1.8s  ETA 32 min
18:22:03    [3476/4097] 21Zz69g4M3A  5.8s  ETA 32 min
18:22:04    [3477/4097] 0YuZfSygbf8  1.7s  ETA 32 min
18:22:06    [3478/4097] 22uG6UXQBsQ  1.8s  ETA 32 min
18:22:08    [3479/4097] 29FQeL_EIjc  2.0s  ETA 32 min
18:24:28    [3480/4097] 0dM1cnXTFEM  139.5s  ETA 32 min
18:24:31    [3481/4097] 2fJzHmNKsV0  3.7s  ETA 32 min
18:24:35    [3482/4097] 2484VU9HZIA  3.9s  ETA 32 min
18:24:36    [3483/4097] 23HcB0a-4E8  1.1s  ETA 32 min
18:24:38    [3484/4097] -YNQnkHBARs  1.8s  ETA 32 min
18:24:40    [3485/4097] -Fch7ZrYmWA  1.8s  ETA 32 min
18:24:43    [3486/4097] 3dajqfyLn5c  2.8s  ETA 32 min
18:24:47    [3487/4097] A-KMlW676fA  3.7s  ETA 32 min
18:24:48    [3488/4097] 4rEIH_fRXaQ  1.3s  ETA 32 min
18:24:50    [3489/4097] -TD9DSEgRj4  2.2s  ETA 32 min
18:24:53    [3490/4097] 3GzSX64mz9A  3.3s  ETA 32 min
18:24:56    [3491/4097] 75BTSXoNmBc  2.8s  ETA 32 min
18:24:59    [3492/4097] 2K9u6gFz8aU  3.2s  ETA 32 min
18:25:03    [3493/4097] 9KPk292No4k  3.4s  ETA 32 min
18:25:07    [3494/4097] 5JsABILas2M  3.9s  ETA 32 min
18:25:11    [3495/4097] 6kKs7UKCUBA  4.0s  ETA 32 min
18:25:15    [3496/4097] 5Zlfi4rMHdA  4.1s  ETA 32 min
18:25:18    [3497/4097] 09pbvSZmkZE  3.6s  ETA 32 min
18:25:21    [3498/4097] 82f4N4PPYDg  2.8s  ETA 31 min
18:25:25    [3499/4097] 0bjUq9XMMmQ  3.8s  ETA 31 min
18:25:30    [3500/4097] -EDRNpIlIwo  4.7s  ETA 31 min
18:25:31    [3501/4097] 3BDYVasyc7w  1.6s  ETA 31 min
18:25:35    [3502/4097] 5Z_H9AAErB8  3.9s  ETA 31 min
18:25:41    [3503/4097] -8SGyYoVIPU  6.3s  ETA 31 min
18:25:46    [3504/4097] -SvcF5Z_yEw  4.3s  ETA 31 min
18:25:48    [3505/4097] -bpa6mTrhEE  1.8s  ETA 31 min
18:25:49    [3506/4097] -aYMUIRFbcM  1.7s  ETA 31 min
18:25:54    [3507/4097] --12UOziMF0  5.2s  ETA 31 min
18:25:56    [3508/4097] -7Wz4H7uc4g  2.0s  ETA 31 min
18:26:01    [3509/4097] -8uyNBFbdFc  5.0s  ETA 31 min
18:26:07    [3510/4097] -0JqTq_4jaE  5.5s  ETA 31 min
18:26:08    [3511/4097] -8eJnDSl80k  1.4s  ETA 31 min
18:26:10    [3512/4097] -LEiCj5yWnM  1.3s  ETA 31 min
18:26:11    [3513/4097] -a9HMUYHpSo  1.4s  ETA 31 min
18:26:13    [3514/4097] -YR5gfNWOFo  1.5s  ETA 31 min
18:26:14    [3515/4097] -BM_EAszxBg  1.1s  ETA 31 min
18:26:15    [3516/4097] f23LMB_tVEo  1.5s  ETA 31 min
18:26:17    [3517/4097] mCx4aM2afDI  1.5s  ETA 30 min
18:26:18    [3518/4097] vzUOlGTZpy8  1.4s  ETA 30 min
18:26:20    [3519/4097] j5qt-8q-LOw  1.5s  ETA 30 min
18:26:25    [3520/4097] cgR_NaxOFko  5.5s  ETA 30 min
18:26:28    [3521/4097] zdNnq7fe-oY  3.2s  ETA 30 min
18:26:30    [3522/4097] czkGMBuN0HY  1.6s  ETA 30 min
18:26:35    [3523/4097] Rdvy_TVhvho  4.6s  ETA 30 min
18:26:39    [3524/4097] yRnEzQHqsOw  4.1s  ETA 30 min
18:26:40    [3525/4097] uqsmyaFwY9k  1.3s  ETA 30 min
18:26:43    [3526/4097] 05Z4emmS7IE  2.8s  ETA 30 min
18:26:45    [3527/4097] -P7iW3WzNfc  2.2s  ETA 30 min
18:26:47    [3528/4097] 1INnQRgjdFE  2.2s  ETA 30 min
18:26:49    [3529/4097] -UcCryhiyxc  2.1s  ETA 30 min
18:26:51    [3530/4097] 01eOqSIF9PE  1.9s  ETA 30 min
18:26:56    [3531/4097] 0g1WiFlyC9Q  5.0s  ETA 30 min
18:26:59    [3532/4097] 1I9XicZH-pQ  2.4s  ETA 30 min
18:27:04    [3533/4097] -fyVv5G-_Z0  5.9s  ETA 30 min
18:27:09    [3534/4097] -EJOUazJf_s  4.8s  ETA 30 min
18:27:11    [3535/4097] -1Cc2sNYNIs  1.4s  ETA 30 min
18:27:12    [3536/4097] -FkIhQI7TbA  1.3s  ETA 29 min
18:27:16    [3537/4097] -CYQmz5rlOA  4.0s  ETA 29 min
18:27:18    [3538/4097] -2zhRsW011k  1.9s  ETA 29 min
18:27:20    [3539/4097] -C_bbuB-J24  2.0s  ETA 29 min
18:27:25    [3540/4097] -6kEOm8gx-0  5.3s  ETA 29 min
18:27:27    [3541/4097] -AqrbMM5pI8  2.3s  ETA 29 min
18:27:29    [3542/4097] --fG9gtFqJ0  1.5s  ETA 29 min
18:27:30    [3543/4097] -4ELUORuKtk  1.5s  ETA 29 min
18:27:32    [3544/4097] -FHTei4cvBE  2.0s  ETA 29 min
18:27:34    [3545/4097] -3sCvKgm0EA  1.7s  ETA 29 min
18:27:36    [3546/4097] -6K98uVkJM0  2.0s  ETA 29 min
18:27:42    [3547/4097] -G3E3Sv4j9g  6.1s  ETA 29 min
18:27:44    [3548/4097] -4D6lAgqcI0  1.8s  ETA 29 min
18:27:51    [3549/4097] -BnfUPLX1iM  6.9s  ETA 29 min
18:27:52    [3550/4097] -0vhmXOg0Lc  1.6s  ETA 29 min
18:27:54    [3551/4097] -EmLfw-UCto  1.6s  ETA 29 min
18:28:00    [3552/4097] -AioliAg12U  5.9s  ETA 29 min
18:28:01    [3553/4097] 4GzG-sDAwmI  1.5s  ETA 29 min
18:28:04    [3554/4097] -Zq22n4OewA  2.5s  ETA 29 min
18:28:09    [3555/4097] 6t5Cq-Za5g0  5.5s  ETA 28 min
18:28:11    [3556/4097] 2dI-82uWvo0  1.4s  ETA 28 min
18:28:19    [3557/4097] 13WnlxzBU6k  7.7s  ETA 28 min
18:28:24    [3558/4097] 4YFP7Eu9PNA  5.2s  ETA 28 min
18:28:28    [3559/4097] 7cmn_AcBi10  4.3s  ETA 28 min
18:28:36    [3560/4097] 1jioOKOVSBg  8.4s  ETA 28 min
18:28:42    [3561/4097] 7mQepeQImgY  6.0s  ETA 28 min
18:28:44    [3562/4097] 6Z37K3eufHE  1.5s  ETA 28 min
18:28:49    [3563/4097] -AbFO26L-fw  5.3s  ETA 28 min
18:28:56    [3564/4097] 2fP0Wctos0E  7.1s  ETA 28 min
18:28:58    [3565/4097] -nGBPqlRNg4  1.8s  ETA 28 min
18:29:04    [3566/4097] 30ily4eNIF4  5.4s  ETA 28 min
18:29:06    [3567/4097] 6vR2Yjos6Xo  2.1s  ETA 28 min
18:29:11    [3568/4097] 2zMsR1vItCQ  4.9s  ETA 28 min
18:29:14    [3569/4097] 47QMeyHi_Ao  3.8s  ETA 28 min
18:29:17    [3570/4097] SGOXRiEreBQ  2.3s  ETA 28 min
18:29:18    [3571/4097] U7d-AI8lyaw  1.5s  ETA 28 min
18:29:20    [3572/4097] K6dN4LmIPho  1.5s  ETA 28 min
18:29:23    [3573/4097] RiOloXQBnws  3.1s  ETA 28 min
18:29:24    [3574/4097] 2GiByKtqQzg  1.4s  ETA 27 min
18:29:26    [3575/4097] -74dab6wYqU  2.0s  ETA 27 min
18:29:27    [3576/4097] 3ynx8jVsPpA  1.0s  ETA 27 min
18:29:29    [3577/4097] CYgCdPSDuLU  1.5s  ETA 27 min
18:29:30    [3578/4097] GE7sFL3zC24  1.8s  ETA 27 min
18:29:32    [3579/4097] EQPT6NjIrIE  1.5s  ETA 27 min
18:29:33    [3580/4097] NVD63YaAC8w  1.6s  ETA 27 min
18:29:39    [3581/4097] QyAUIXakuTI  5.1s  ETA 27 min
18:29:40    [3582/4097] PGH6PYFaGBE  1.8s  ETA 27 min
18:29:42    [3583/4097] FPMxyaUdgZ8  1.4s  ETA 27 min
18:29:43    [3584/4097] Stq3c1JLRXQ  1.7s  ETA 27 min
18:29:48    [3585/4097] 7ObzaFIzTzI  4.4s  ETA 27 min
18:29:49    [3586/4097] -tJc4fDpUok  1.5s  ETA 27 min
18:29:54    [3587/4097] 3tsi7DKGrWQ  4.6s  ETA 27 min
18:29:55    [3588/4097] 1tYp2OKYkr8  1.4s  ETA 27 min
18:29:57    [3589/4097] 61CT5w_Bbfc  1.6s  ETA 27 min
18:29:58    [3590/4097] 0Cl-hSMESWU  1.6s  ETA 27 min
18:30:01    [3591/4097] 6l1qTc3GiBg  2.3s  ETA 27 min
18:30:02    [3592/4097] 14uZ08vPcdE  1.6s  ETA 27 min
18:30:04    [3593/4097] -xnF1vAGox8  1.9s  ETA 26 min
18:30:07    [3594/4097] 2eyfI8hFhnQ  2.5s  ETA 26 min
18:30:08    [3595/4097] 6vwAcL1eZac  1.6s  ETA 26 min
18:30:15    [3596/4097] 3pRjN92McPQ  6.8s  ETA 26 min
18:30:17    [3597/4097] 2jnw6OAT-BE  1.5s  ETA 26 min
18:30:19    [3598/4097] 0E0teXccpdY  2.5s  ETA 26 min
18:30:22    [3599/4097] 3Zo9Cs2fFgc  2.5s  ETA 26 min
18:30:23    [3600/4097] 8l_VxFrYU94  1.6s  ETA 26 min
18:30:31    [3601/4097] 79687pD5wq0  7.8s  ETA 26 min
18:30:37    [3602/4097] 25OVN5Ey3FU  5.6s  ETA 26 min
18:30:46    [3603/4097] 2mbahZqynTI  9.5s  ETA 26 min
18:30:47    [3604/4097] 763fHsgOFso  1.3s  ETA 26 min
18:30:49    [3605/4097] 7NbfOcsHU9k  1.2s  ETA 26 min
18:35:12    [3606/4097] 3-b4JyVmlQY  263.6s  ETA 26 min
18:35:21    [3607/4097] 0Z5OqeCEWbU  8.8s  ETA 26 min
18:50:43    [3608/4097] -1aWxeEKXZw  922.0s  ETA 28 min
18:50:45    [3609/4097] -AdbnNnQaEw  2.0s  ETA 28 min
19:07:02    [3610/4097] 2YRktz9U1EQ  977.0s  ETA 30 min
19:23:45    [3611/4097] 74VQWcrpNds  1003.4s  ETA 33 min
19:23:49    [3612/4097] 4orMS_t1saU  3.1s  ETA 33 min
19:57:07    [3613/4097] 25t5NYcGAb0  1998.6s  ETA 37 min
19:57:09    [3614/4097] 2KmBJrwGQSA  1.9s  ETA 37 min
20:14:04    [3615/4097] 2H7YAgyNp6g  1015.0s  ETA 39 min
20:14:07    [3616/4097] 0Qb0En60LDE  2.5s  ETA 39 min
20:30:49    [3617/4097] 27ija4X3hlw  1002.3s  ETA 41 min
20:46:21    [3618/4097] 0G1iUzT11qw  931.9s  ETA 43 min
21:01:26    [3619/4097] -U3R3QsXM-w  905.5s  ETA 45 min
21:31:53    [3620/4097] -8aWuKAYgfM  1826.5s  ETA 49 min
21:31:56    [3621/4097] -NO2z0vcBsA  3.4s  ETA 49 min
21:48:29    [3622/4097] 0BD5ripk7SQ  992.4s  ETA 51 min
21:48:31    [3623/4097] 4lytS3VyzTI  2.9s  ETA 51 min
22:04:47    [3624/4097] 26BA6rIKjvk  975.5s  ETA 53 min
22:06:46    [3625/4097] 76rJsot3DqM  119.3s  ETA 53 min
22:06:49    [3626/4097] 0m-tnleCDEE  2.4s  ETA 53 min
22:06:51    [3627/4097] 7CoLnTZn774  2.6s  ETA 53 min
22:32:55    [3628/4097] 5kUXjphzr7U  1563.5s  ETA 56 min
22:32:59    [3629/4097] -X4IN3lxjWk  4.2s  ETA 56 min
23:04:28    [3630/4097] 66-n0kgMDfM  1889.4s  ETA 60 min
23:19:49    [3631/4097] 6XUTi0w3Wg0  920.3s  ETA 61 min
23:34:03    [3632/4097] 2MYfUQFr6S0  854.7s  ETA 63 min
23:51:21    [3633/4097] -zNFhsPBWUM  1037.4s  ETA 65 min
00:19:49    [3634/4097] 3OO51tu979s  1708.6s  ETA 69 min
00:19:51    [3635/4097] 6Z1eAbekeLg  2.2s  ETA 68 min
00:19:55    [3636/4097] 2UuUxUmhugo  3.2s  ETA 68 min
00:19:57    [3637/4097] 08zhZZn29jc  1.9s  ETA 68 min
00:19:59    [3638/4097] 0UFvA1tevQ8  2.0s  ETA 68 min
00:20:00    [3639/4097] -U7-HXe1clg  1.3s  ETA 68 min
00:20:03    [3640/4097] 0lCzVYeJ8VY  3.3s  ETA 68 min
00:20:05    [3641/4097] 0xzbWmrJCa0  1.7s  ETA 67 min
00:20:07    [3642/4097] -t9fkovq89Y  1.6s  ETA 67 min
00:20:08    [3643/4097] -8Vvk15NwpE  1.1s  ETA 67 min
00:20:11    [3644/4097] 2E0c1DgiYDI  3.2s  ETA 67 min
00:20:12    [3645/4097] 1tAwK_nixFE  1.3s  ETA 67 min
00:20:14    [3646/4097] 0HIXch2PnH4  1.9s  ETA 67 min
00:20:16    [3647/4097] 09CxTd_olO4  1.8s  ETA 66 min
00:20:17    [3648/4097] 2G2H1jm58XU  1.3s  ETA 66 min
00:20:21    [3649/4097] 2CH-IEf1CCo  3.5s  ETA 66 min
00:20:23    [3650/4097] 1JTGDu02Rfk  2.6s  ETA 66 min
00:20:27    [3651/4097] 52l9n3JCtSk  3.9s  ETA 66 min
00:20:28    [3652/4097] 6kgP5UmqtRs  0.9s  ETA 66 min
00:20:30    [3653/4097] 0_WMZB4Xc5o  2.2s  ETA 66 min
00:20:32    [3654/4097] 2lqrsuv0yFs  1.2s  ETA 65 min
00:20:35    [3655/4097] -KrDQXnlXRw  3.8s  ETA 65 min
00:20:39    [3656/4097] 0OnPISPrITA  3.5s  ETA 65 min
00:20:42    [3657/4097] 2YrIIOchjLQ  3.5s  ETA 65 min
00:20:45    [3658/4097] 4Lg847Wx8xc  2.7s  ETA 65 min
00:20:48    [3659/4097] 4ur5pqQkYGU  3.0s  ETA 65 min
00:20:50    [3660/4097] 6_bn57HGY20  2.1s  ETA 64 min
00:20:52    [3661/4097] 6L6A0CxinL8  2.3s  ETA 64 min
00:20:55    [3662/4097] 18-ffRBe48A  2.6s  ETA 64 min
00:20:56    [3663/4097] 2zGw5RW79xI  1.2s  ETA 64 min
00:20:57    [3664/4097] -HmpSQ-yFFc  1.3s  ETA 64 min
00:20:59    [3665/4097] 2T4irxX9lGs  2.0s  ETA 64 min
00:21:02    [3666/4097] 4QpJD_exirE  2.7s  ETA 63 min
00:21:05    [3667/4097] 5sIOnfRVkAs  2.6s  ETA 63 min
00:21:06    [3668/4097] Qa3mWHeujzk  1.1s  ETA 63 min
00:21:07    [3669/4097] 0pmz7Vw7IRI  1.7s  ETA 63 min
00:21:10    [3670/4097] KpPUaVwU9Ns  3.0s  ETA 63 min
00:21:12    [3671/4097] RMPZI4l8jpw  1.5s  ETA 63 min
00:21:18    [3672/4097] Fbs_wxRXOVU  5.7s  ETA 62 min
00:21:19    [3673/4097] 6cb-KuqDFI0  1.1s  ETA 62 min
00:21:23    [3674/4097] 03UvFA6g00c  4.0s  ETA 62 min
00:21:24    [3675/4097] WSoieiTdQRs  1.8s  ETA 62 min
00:21:25    [3676/4097] OhA1qRbmI_4  1.0s  ETA 62 min
00:21:29    [3677/4097] Gw2hH6xjjzc  3.5s  ETA 62 min
00:21:32    [3678/4097] 4eMSFoyteEk  3.3s  ETA 62 min
00:21:33    [3679/4097] 5pKSeh4EVFM  1.0s  ETA 61 min
00:21:35    [3680/4097] 3yPAq5zb4YQ  1.8s  ETA 61 min
00:21:37    [3681/4097] 3lxM5aSy9Ds  1.8s  ETA 61 min
00:21:39    [3682/4097] 2CEhA-Jp1ls  1.6s  ETA 61 min
00:21:40    [3683/4097] 0MGt-DTRk64  1.9s  ETA 61 min
00:21:43    [3684/4097] -yqNkR4S4F0  3.0s  ETA 61 min
00:21:45    [3685/4097] 5SIkEyk2ApM  1.8s  ETA 60 min
00:21:47    [3686/4097] 0SV-etQ_NhQ  1.5s  ETA 60 min
00:21:52    [3687/4097] 0FA_XUfoJ_0  5.0s  ETA 60 min
00:21:53    [3688/4097] -8vFWXOCKEo  1.6s  ETA 60 min
00:21:57    [3689/4097] 307u3kydO_w  4.4s  ETA 60 min
00:21:58    [3690/4097] -5jfg4fqELw  0.9s  ETA 60 min
00:22:03    [3691/4097] 4H6nq25DzFE  4.5s  ETA 59 min
00:22:04    [3692/4097] 03itl3k8gr0  1.6s  ETA 59 min
00:22:06    [3693/4097] 4z5WBEcI_80  1.2s  ETA 59 min
00:22:07    [3694/4097] -1JFNN8DtuA  1.0s  ETA 59 min
00:22:08    [3695/4097] -fitjvFtudc  1.5s  ETA 59 min
00:22:09    [3696/4097] 6byLlUyKoWY  1.2s  ETA 59 min
00:22:13    [3697/4097] 0KkwCeG8_8Y  3.5s  ETA 59 min
00:22:14    [3698/4097] 3jER3bvcggI  1.5s  ETA 58 min
00:22:15    [3699/4097] 665IWhKmUUs  1.1s  ETA 58 min
00:22:19    [3700/4097] 5MZNUZHmaa4  3.7s  ETA 58 min
00:22:23    [3701/4097] -ZBvew9X3Ns  4.3s  ETA 58 min
00:22:25    [3702/4097] 7F8zLED4U00  1.2s  ETA 58 min
00:22:26    [3703/4097] 6UeJPCgnMIg  1.4s  ETA 58 min
00:22:27    [3704/4097] EsfJpLbBeb4  1.3s  ETA 57 min
00:22:30    [3705/4097] hOuyJFqb4JM  2.7s  ETA 57 min
00:22:31    [3706/4097] XGVkq0Kl2aw  1.4s  ETA 57 min
00:22:35    [3707/4097] cfoJrTWCMeA  3.1s  ETA 57 min
00:22:39    [3708/4097] 7jL_B4oX7xc  4.5s  ETA 57 min
00:22:43    [3709/4097] 3Bu43fLiyoM  4.0s  ETA 57 min
00:22:44    [3710/4097] b_CLr2QHAVA  1.0s  ETA 56 min
00:22:47    [3711/4097] Hhqvvc4qu2Y  3.0s  ETA 56 min
00:22:49    [3712/4097] XR0EgZreEio  1.9s  ETA 56 min
00:22:51    [3713/4097] M-fNi-L59Gk  1.6s  ETA 56 min
00:22:54    [3714/4097] K5AE5C5FUQk  3.5s  ETA 56 min
00:22:58    [3715/4097] ePf6temHLPg  3.4s  ETA 56 min
00:23:01    [3716/4097] -leVhma9zaA  3.0s  ETA 56 min
00:23:02    [3717/4097] aCyWUJkT_5U  1.9s  ETA 55 min
00:23:04    [3718/4097] o-9ZgsfDQnY  1.9s  ETA 55 min
00:23:06    [3719/4097] XK6D6pTotPM  1.5s  ETA 55 min
00:23:08    [3720/4097] k6SR8d5y6o8  2.7s  ETA 55 min
00:23:10    [3721/4097] ehtav23phEw  1.8s  ETA 55 min
00:23:12    [3722/4097] 0PRVVZXqqv4  1.3s  ETA 55 min
00:23:13    [3723/4097] -en7GAdXAQk  1.2s  ETA 54 min
00:23:14    [3724/4097] 0vJPhb4hqUw  1.4s  ETA 54 min
00:23:16    [3725/4097] -GL6Sw_U1gk  1.5s  ETA 54 min
00:23:17    [3726/4097] 16g2BbGnkqw  1.1s  ETA 54 min
00:23:22    [3727/4097] -X4Ir4_DY5E  5.4s  ETA 54 min
00:23:23    [3728/4097] 0jr-YC7JdwQ  1.1s  ETA 54 min
00:23:26    [3729/4097] -HJ6gu8nvYI  2.2s  ETA 53 min
00:23:27    [3730/4097] -KXbozG7cxQ  1.0s  ETA 53 min
00:23:29    [3731/4097] -0O7GsELcIQ  2.2s  ETA 53 min
00:23:33    [3732/4097] -x1JLdRWdIM  4.5s  ETA 53 min
00:23:34    [3733/4097] -fLESpwoaCI  1.0s  ETA 53 min
